text,intent
Healthy khabar suggest koro 4824,diet_suggestion
Transport arrange koro 7256,transport_booking
I feel lonely today 4993,emotional_support
Please remind me to take my pills 8497,medication_reminder
Please help me contact a doctor 8333,doctor_booking
How can I improve mobility 9505,exercise_suggestion
Mujhe healthy diet chahiye 193,diet_suggestion
Transport arrange koro 7613,transport_booking
I feel lonely today 2724,emotional_support
Remind me to take my medicine 6131,medication_reminder
I need medical consultation 8315,doctor_booking
Exercise suggest koro 1170,exercise_suggestion
Recommend balanced diet 5132,diet_suggestion
Can you book cab for hospital 7344,transport_booking
I feel very unhappy today 4217,emotional_support
I need medicine reminder support 2977,medication_reminder
I need medical consultation 6999,doctor_booking
Suggest walking exercises 2621,exercise_suggestion
Recommend balanced diet 5187,diet_suggestion
Help me travel to doctor clinic 3821,transport_booking
I feel depressed today 3031,emotional_support
I forgot to take my tablets 8160,medication_reminder
Please help me contact a doctor 5225,doctor_booking
Can elderly people do stretching 2622,exercise_suggestion
Mujhe healthy diet chahiye 9294,diet_suggestion
Help me arrange transportation 288,transport_booking
I feel mentally exhausted 1320,emotional_support
Mujhe medicine lena yaad dilao 5723,medication_reminder
I need a doctor consultation 2323,doctor_booking
How can I improve mobility 2193,exercise_suggestion
Suggest healthy food for elderly 6044,diet_suggestion
Help me arrange transportation 2473,transport_booking
I feel helpless today 4684,emotional_support
I forgot my blood pressure medicine 1169,medication_reminder
Mujhe doctor appointment chahiye 6726,doctor_booking
Suggest walking exercises 689,exercise_suggestion
Recommend nutrition plan 9690,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 5175,transport_booking
I feel helpless today 6591,emotional_support
I missed my diabetes tablet 7142,medication_reminder
I want to schedule a health checkup 7591,doctor_booking
Can elderly people do stretching 6695,exercise_suggestion
Recommend nutrition plan 4861,diet_suggestion
Help me arrange transportation 701,transport_booking
I feel mentally exhausted 6177,emotional_support
I forgot my blood pressure medicine 5493,medication_reminder
Doctor appointment book koro 8428,doctor_booking
Suggest yoga for elderly 9032,exercise_suggestion
Mujhe healthy diet chahiye 1591,diet_suggestion
Can you book cab for hospital 3355,transport_booking
I feel emotionally weak 3655,emotional_support
Please remind me to take my pills 663,medication_reminder
Book doctor appointment for me 4467,doctor_booking
How can I improve mobility 8757,exercise_suggestion
Suggest diabetic diet 2573,diet_suggestion
I need transport assistance 1372,transport_booking
I feel anxious about my health 2488,emotional_support
I forgot my blood pressure medicine 2833,medication_reminder
I need a doctor consultation 6097,doctor_booking
How can I stay active 8379,exercise_suggestion
What should I eat for good health 6103,diet_suggestion
Help me arrange transportation 7135,transport_booking
I feel nervous and anxious 6835,emotional_support
Please remind me to take my pills 8184,medication_reminder
I need medical consultation 4882,doctor_booking
Suggest yoga for elderly 1704,exercise_suggestion
Recommend balanced diet 1798,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 4295,transport_booking
I feel nervous and anxious 8803,emotional_support
Remind me to take my medicine 6381,medication_reminder
Doctor appointment book koro 5007,doctor_booking
Can elderly people do stretching 16,exercise_suggestion
Suggest healthy food for elderly 6362,diet_suggestion
Help me arrange transportation 9340,transport_booking
I feel worried about my future 8157,emotional_support
I forgot to take my tablets 8593,medication_reminder
Please help me contact a doctor 4007,doctor_booking
Exercise suggest koro 8533,exercise_suggestion
Mujhe healthy diet chahiye 6353,diet_suggestion
Help me travel to doctor clinic 4617,transport_booking
I need someone to talk to 5093,emotional_support
I forgot my blood pressure medicine 9762,medication_reminder
I need medical consultation 2119,doctor_booking
Suggest walking exercises 4853,exercise_suggestion
Recommend nutrition plan 1832,diet_suggestion
Help me arrange transportation 7146,transport_booking
I feel mentally stressed 2934,emotional_support
I forgot my blood pressure medicine 3168,medication_reminder
Can you help me visit a doctor 281,doctor_booking
How can I stay active 1048,exercise_suggestion
Suggest healthy food for elderly 4659,diet_suggestion
Help me arrange transportation 4145,transport_booking
I feel nervous and anxious 3555,emotional_support
I forgot my blood pressure medicine 4611,medication_reminder
Please help me contact a doctor 8374,doctor_booking
How can I improve mobility 1834,exercise_suggestion
What should I eat for good health 7718,diet_suggestion
I need help reaching hospital 2514,transport_booking
I feel mentally exhausted 9636,emotional_support
I need medicine reminder support 9734,medication_reminder
Doctor appointment book koro 9427,doctor_booking
Recommend simple exercise for me 1582,exercise_suggestion
Recommend nutrition plan 8417,diet_suggestion
Can you book cab for hospital 1817,transport_booking
I feel nervous and anxious 327,emotional_support
Remind me to take my medicine 3594,medication_reminder
I need medical consultation 6919,doctor_booking
Mujhe exercise suggest karo 344,exercise_suggestion
Recommend nutrition plan 35,diet_suggestion
Book transport for hospital visit 89,transport_booking
I feel emotionally broken 3223,emotional_support
Please remind me about medicines 8835,medication_reminder
Mujhe doctor appointment chahiye 3169,doctor_booking
Recommend simple exercise for me 6489,exercise_suggestion
Suggest diabetic diet 1579,diet_suggestion
Book transport for hospital visit 5272,transport_booking
Nobody talks to me anymore 5352,emotional_support
Please remind me about medicines 4427,medication_reminder
I want to schedule a health checkup 8675,doctor_booking
Suggest walking exercises 9009,exercise_suggestion
Suggest healthy food for elderly 5821,diet_suggestion
Help me arrange transportation 6848,transport_booking
I am feeling emotionally down 2801,emotional_support
I need medicine reminder support 1024,medication_reminder
Book doctor appointment for me 7391,doctor_booking
Mujhe exercise suggest karo 8749,exercise_suggestion
What foods improve energy 2688,diet_suggestion
I need help reaching hospital 7146,transport_booking
I feel sad and alone 3722,emotional_support
Please remind me about medicines 9107,medication_reminder
I want to schedule a health checkup 8219,doctor_booking
How can I improve mobility 6314,exercise_suggestion
Suggest diabetic diet 3515,diet_suggestion
I need help reaching hospital 6677,transport_booking
I miss my family 8285,emotional_support
Medicine khete bhule gechi 1869,medication_reminder
I need medical consultation 2901,doctor_booking
Mujhe exercise suggest karo 7453,exercise_suggestion
What should I eat for good health 4061,diet_suggestion
Help me travel to doctor clinic 9047,transport_booking
I feel scared about my condition 1781,emotional_support
Remind me to take my medicine 1219,medication_reminder
I want to schedule a health checkup 2541,doctor_booking
Recommend simple exercise for me 2570,exercise_suggestion
Suggest diabetic diet 3697,diet_suggestion
Help me arrange transportation 1625,transport_booking
I feel nervous and anxious 8325,emotional_support
I missed my diabetes tablet 5724,medication_reminder
Can you help me visit a doctor 7555,doctor_booking
How can I improve mobility 1038,exercise_suggestion
How can I improve nutrition 7814,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 325,transport_booking
I need someone to talk to 7902,emotional_support
I forgot to take my tablets 6319,medication_reminder
I need a doctor consultation 712,doctor_booking
Mujhe exercise suggest karo 6066,exercise_suggestion
Recommend balanced diet 2737,diet_suggestion
Book transport for hospital visit 8819,transport_booking
I feel worried about my future 1646,emotional_support
When should I take insulin 4053,medication_reminder
I need a doctor consultation 2088,doctor_booking
Suggest chair yoga for seniors 9941,exercise_suggestion
Suggest soft food for elderly 6714,diet_suggestion
I need transport assistance 7548,transport_booking
I feel worried about my future 1814,emotional_support
Medicine khete bhule gechi 9723,medication_reminder
I need medical consultation 9496,doctor_booking
Recommend simple exercise for me 4047,exercise_suggestion
How can I improve nutrition 4898,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 8151,transport_booking
I feel anxious about my health 273,emotional_support
Please remind me about medicines 6403,medication_reminder
I need medical consultation 6040,doctor_booking
Mujhe exercise suggest karo 8747,exercise_suggestion
What foods improve energy 2799,diet_suggestion
Mujhe hospital jane ke liye cab chahiye 9417,transport_booking
I feel emotionally weak 2267,emotional_support
Medicine khete bhule gechi 7344,medication_reminder
I want to schedule a health checkup 5048,doctor_booking
How can I improve mobility 8311,exercise_suggestion
Recommend balanced diet 9266,diet_suggestion
Help me arrange transportation 5627,transport_booking
I cannot sleep because of stress 3663,emotional_support
I need medicine reminder support 4471,medication_reminder
I need medical consultation 148,doctor_booking
Suggest chair yoga for seniors 4881,exercise_suggestion
Recommend nutrition plan 9492,diet_suggestion
Book transport for hospital visit 7292,transport_booking
I feel depressed today 7786,emotional_support
Please remind me about medicines 6751,medication_reminder
I need medical consultation 9671,doctor_booking
